"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 12 01:07:35 IST 2019","Fri Jul 12 01:07:46 IST 2019","10900","","Authentication Suite","","Authentication Suite","Verify Sign Up page is displayed on clicking SignUp button","Verify Sign Up page is displayed on clicking SignUp button",""
